48.208.208.22,192.168.0.103,UDP,3480,54119,181,2025-06-29 00:51:54.894761
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.897781
48.208.208.22,192.168.0.103,UDP,3480,54119,151,2025-06-29 00:51:54.903766
48.208.208.22,192.168.0.103,UDP,3480,54119,174,2025-06-29 00:51:54.906280
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.909779
192.168.0.103,48.208.208.22,UDP,54119,3480,178,2025-06-29 00:51:54.912771
48.208.208.22,192.168.0.103,UDP,3480,54119,181,2025-06-29 00:51:54.918788
192.168.0.103,48.208.208.22,UDP,54119,3480,86,2025-06-29 00:51:54.921780
192.168.0.103,48.208.208.22,UDP,54119,3480,183,2025-06-29 00:51:54.925768
48.208.208.22,192.168.0.103,UDP,3480,54119,183,2025-06-29 00:51:54.938975
192.168.0.103,48.208.208.22,UDP,54119,3480,177,2025-06-29 00:51:54.941966
48.208.208.22,192.168.0.103,UDP,3480,54119,182,2025-06-29 00:51:54.943962
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.946953
192.168.0.103,48.208.208.22,UDP,54119,3480,172,2025-06-29 00:51:54.948948
192.168.0.103,48.208.208.22,UDP,54119,3480,118,2025-06-29 00:51:54.954932
48.208.208.22,192.168.0.103,UDP,3480,54119,184,2025-06-29 00:51:54.958923
192.168.0.103,48.208.208.22,UDP,54119,3480,90,2025-06-29 00:51:54.961915
192.168.0.103,48.208.208.22,UDP,54119,3480,170,2025-06-29 00:51:54.963910
48.208.208.22,192.168.0.103,UDP,3480,54119,182,2025-06-29 00:51:54.967900
192.168.0.103,48.208.208.22,UDP,54119,3480,179,2025-06-29 00:51:54.970891
48.208.208.22,192.168.0.103,UDP,3480,54119,187,2025-06-29 00:51:54.973885
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:54.975878
192.168.0.103,48.208.208.22,UDP,54119,3480,173,2025-06-29 00:51:54.978870
48.208.208.22,192.168.0.103,UDP,3480,54119,197,2025-06-29 00:51:54.982861
192.168.0.103,48.208.208.22,UDP,54119,3480,171,2025-06-29 00:51:54.987849
192.168.0.103,48.208.208.22,UDP,54119,3480,90,2025-06-29 00:51:54.990840
48.208.208.22,192.168.0.103,UDP,3480,54119,180,2025-06-29 00:51:54.995828
192.168.0.103,48.208.208.22,UDP,54119,3480,175,2025-06-29 00:51:55.006351
48.208.208.22,192.168.0.103,UDP,3480,54119,176,2025-06-29 00:51:55.011869
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:55.015838
192.168.0.103,48.208.208.22,UDP,54119,3480,174,2025-06-29 00:51:55.024813
48.208.208.22,192.168.0.103,UDP,3480,54119,185,2025-06-29 00:51:55.027806
192.168.0.103,48.208.208.22,UDP,54119,3480,107,2025-06-29 00:51:55.030797
192.168.0.103,48.208.208.22,UDP,54119,3480,177,2025-06-29 00:51:55.037862
192.168.0.103,48.208.208.22,UDP,54119,3480,90,2025-06-29 00:51:55.040854
48.208.208.22,192.168.0.103,UDP,3480,54119,180,2025-06-29 00:51:55.042849
192.168.0.103,48.208.208.22,UDP,54119,3480,177,2025-06-29 00:51:55.044843
48.208.208.22,192.168.0.103,UDP,3480,54119,180,2025-06-29 00:51:55.046838
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:55.049831
192.168.0.103,48.208.208.22,UDP,54119,3480,166,2025-06-29 00:51:55.054817
48.208.208.22,192.168.0.103,UDP,3480,54119,181,2025-06-29 00:51:55.075801
192.168.0.103,48.208.208.22,UDP,54119,3480,170,2025-06-29 00:51:55.079792
192.168.0.103,48.208.208.22,UDP,54119,3480,90,2025-06-29 00:51:55.082785
48.208.208.22,192.168.0.103,UDP,3480,54119,184,2025-06-29 00:51:55.088805
48.208.208.22,192.168.0.103,UDP,3480,54119,114,2025-06-29 00:51:55.092793
48.208.208.22,192.168.0.103,UDP,3480,54119,90,2025-06-29 00:51:55.095785
48.208.208.22,192.168.0.103,UDP,3480,54119,218,2025-06-29 00:51:55.098806
192.168.0.103,48.208.208.22,UDP,54119,3480,176,2025-06-29 00:51:55.103793
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:55.107804
48.208.208.22,192.168.0.103,UDP,3480,54119,175,2025-06-29 00:51:55.110796
192.168.0.103,48.208.208.22,UDP,54119,3480,183,2025-06-29 00:51:55.112791
48.208.208.22,192.168.0.103,UDP,3480,54119,171,2025-06-29 00:51:55.115784
192.168.0.103,48.208.208.22,UDP,54119,3480,173,2025-06-29 00:51:55.121806
48.208.208.22,192.168.0.103,UDP,3480,54119,176,2025-06-29 00:51:55.124797
192.168.0.103,48.208.208.22,UDP,54119,3480,90,2025-06-29 00:51:55.127814
192.168.0.103,48.208.208.22,UDP,54119,3480,175,2025-06-29 00:51:55.130806
48.208.208.22,192.168.0.103,UDP,3480,54119,181,2025-06-29 00:51:55.132801
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:55.140944
192.168.0.103,48.208.208.22,UDP,54119,3480,181,2025-06-29 00:51:55.142939
48.208.208.22,192.168.0.103,UDP,3480,54119,172,2025-06-29 00:51:55.144933
192.168.0.103,48.208.208.22,UDP,54119,3480,187,2025-06-29 00:51:55.147926
48.208.208.22,192.168.0.103,UDP,3480,54119,179,2025-06-29 00:51:55.151916
192.168.0.103,48.208.208.22,UDP,54119,3480,90,2025-06-29 00:51:55.155910
192.168.0.103,48.208.208.22,UDP,54119,3480,173,2025-06-29 00:51:55.159896
48.208.208.22,192.168.0.103,UDP,3480,54119,172,2025-06-29 00:51:55.162887
192.168.0.103,48.208.208.22,UDP,54119,3480,337,2025-06-29 00:51:55.165879
